Notes-Cullen,Notes-Tuli,Secondary-cit. to add later?,Final status,Comments,Primary or Secondary interaction,Citation Number,Citation Short Description,Region,Location Description,Country,Habitat Type,Lat.,Long.,Elev. (or Range Min),Elev. Range Max,Interaction Type,Interaction Tags,Subject Order,Bat Family,Bat Genus,Bat Species,Plant/Arthropod,Object Class,Object Order,Object Family,Object Genus,Object Species,
C to check interactions,,,,,Primary  ,316,"Voss, R.  et al. 1980",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Solanaceae,Markea,Markea neurantha,
C to check interactions,,,,,Primary  ,316,"Voss, R.  et al. 1980",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Solanaceae,Markea,Markea neurantha,
C to check interactions,,,,,Primary  ,316,"Voss, R.  et al. 1980",,,,,,,,,Pollination,,Chiroptera,Phyllostomidae,Glossophaga,Glossophaga soricina,Plant,,,Solanaceae,Markea,Markea neurantha,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Uroderma,Uroderma bilobatum,Plant,,,Moraceae,Ficus,Ficus citrifolia,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus helleri,Plant,,,Moraceae,Ficus,Ficus insipida,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Uroderma,Uroderma bilobatum,Plant,,,Moraceae,Ficus,Ficus bullenei,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus helleri,Plant,,,Moraceae,Ficus,Ficus popenoei,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Vampyressa,Vampyressa pusilla,Plant,,,Moraceae,Ficus,Ficus yoponensis,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Vampyressa,Vampyressa pusilla,Plant,,,Moraceae,Ficus,Ficus bullenei,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Uroderma,Uroderma bilobatum,Plant,,,Moraceae,Ficus,Ficus insipida,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Moraceae,Ficus,Ficus pertusa,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus helleri,Plant,,,Moraceae,Ficus,Ficus paraensis,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Vampyrodes,Vampyrodes caraccioli,Plant,,,Moraceae,Ficus,Ficus obtusifolia,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Uroderma,Uroderma bilobatum,Plant,,,Moraceae,Ficus,Ficus yoponensis,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Chiroderma,Chiroderma villosum,Plant,,,Moraceae,Ficus,Ficus citrifolia,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Moraceae,Ficus,Ficus insipida,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Vampyressa,Vampyressa pusilla,Plant,,,Moraceae,Ficus,Ficus paraensis,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Moraceae,Ficus,Ficus bullenei,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Vampyressa,Vampyressa nymphaea,Plant,,,Moraceae,Ficus,Ficus popenoei,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island,Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,Ficus trigonata,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus watsoni,Plant,,,Moraceae,Ficus,Ficus trigonata,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Vampyressa,Vampyressa nymphaea,Plant,,,Moraceae,Ficus,Ficus yoponensis,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Vampyrodes,Vampyrodes caraccioli,Plant,,,Moraceae,Ficus,Ficus trigonata,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus watsoni,Plant,,,Moraceae,Ficus,Ficus bullenei,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus helleri,Plant,,,Moraceae,Ficus,Ficus pertusa,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus helleri,Plant,,,Moraceae,Ficus,Ficus trigonata,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,Ficus obtusifolia,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,Ficus insipida,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,Ficus pertusa,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,Ficus trigonata,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus watsoni,Plant,,,Moraceae,Ficus,Ficus nymphaeifolia,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Uroderma,Uroderma bilobatum,Plant,,,Moraceae,Ficus,Ficus paraensis,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Moraceae,Ficus,Ficus obtusifolia,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus watsoni,Plant,,,Moraceae,Ficus,Ficus paraensis,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Vampyrodes,Vampyrodes caraccioli,Plant,,,Moraceae,Ficus,Ficus insipida,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Chiroderma,Chiroderma villosum,Plant,,,Moraceae,Ficus,Ficus paraensis,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus watsoni,Plant,,,Moraceae,Ficus,Ficus popenoei,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,Ficus citrifolia,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Uroderma,Uroderma bilobatum,Plant,,,Moraceae,Ficus,Ficus pertusa,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Vampyressa,Vampyressa pusilla,Plant,,,Moraceae,Ficus,Ficus trigonata,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Moraceae,Ficus,Ficus yoponensis,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus lituratus,Plant,,,Moraceae,Ficus,Ficus insipida,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus watsoni,Plant,,,Moraceae,Ficus,Ficus insipida,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Platyrrhinus,Platyrrhinus helleri,Plant,,,Moraceae,Ficus,Ficus nymphaeifolia,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,Ficus popenoei,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Vampyressa,Vampyressa nymphaea,Plant,,,Moraceae,Ficus,Ficus trigonata,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus phaeotis,Plant,,,Moraceae,Ficus,Ficus trigonata,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Chiroderma,Chiroderma villosum,Plant,,,Moraceae,Ficus,Ficus nymphaefolia,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Chiroderma,Chiroderma villosum,Plant,,,Moraceae,Ficus,Ficus obtusifolia,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Chiroderma,Chiroderma villosum,Plant,,,Moraceae,Ficus,Ficus pertusa,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Vampyrodes,Vampyrodes caraccioli,Plant,,,Moraceae,Ficus,Ficus yoponensis,
C to check interactions,Done. Applied location specs for BCI taken from http://www.forestgeo.si.edu/floss/site/Barro%20Colorado%20Island/ and toporaphic_map.pdf,,,,Primary  ,321,"Wendeln, M. C., J. R. Runkle & E. K. V. Kalko. 2000",,Barro Colorado Island - (duplicate entry),Panama,Forest,9.15164,-79.8509,25,145,Seed Dispersal,,Chiroptera,Phyllostomidae,Artibeus,Artibeus jamaicensis,Plant,,,Moraceae,Ficus,Ficus yoponensis,
